Task Id,Task Name,Team Leaders,Lead GP/Global Themes,Region,Country,Approval FY,Product Line,Lending Project Status,Sectors (Level 1),Sectors (Level 2),Themes (Level 1),Themes (Level 2),Themes (Level 3)
P179008,PROGREEN KZ Resiland,Talimjan Urazov (ADM);Leela Raina,"Environment, Natural Resources & the Blue Economy",ECA,Kazakhstan,2023,RE,Actual,"&&Agriculture (52%)
&&Industry & Trade/Ser (48%)","&&PA Agri,Fish&Forest (5%)
&&Forestry (47%)
&&Tourism (48%)","&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Rural Development (52%)
&&FY17 - Climate change (100%)
&&FY17 - Renewable Natural Resources Asset Management (100%)","&&FY17 - Rural Infrastructure and service delivery (52%)
&&FY17 - Mitigation (50%)
&&FY17 - Adaptation (50%)
&&FY17 - Forests Policies and institutions (52%)
&&FY17 - Biodiversity (53%)
&&FY17 - Landscape Management (52%)"
P179204,Kazakhstan DARE Project,Natalija Gelvanovska-Garcia (ADM);Mikhail Bunchuk,Digital Development,ECA,Kazakhstan,2024,PE,Actual,&&Info & Communication (100%),"&&PA Info Commu Tech (3%)
&&ICT Infrastructure (97%)","&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management
&&FY17 - Finance
&&FY17 - Private Sector Development","&&FY17 - Energy (100%)
&&FY17 - Climate change (60%)
&&FY17 - Disaster Risk Management (100%)
&&FY17 - Finance for Development (100%)
&&FY17 - ICT (100%)","&&FY17 - Energy Efficiency (100%)
&&FY17 - Infrastructure Finance (100%)
&&FY17 - Disaster Response and Recovery (100%)
&&FY17 - Adaptation (8%)
&&FY17 - ICT Policies (100%)
&&FY17 - Mitigation (53%)
&&FY17 - ICT Solutions (100%)"
P161305,HoAGDP,Josphat Sasia (ADM);Susan Owuor,Transport,AFE,Kenya,2021,PE,Actual,"&&Info & Communication (3%)
&&Transportation (97%)","&&ICT Infrastructure (3%)
&&PA Transportation (16%)
&&Rural and Inter-Urba (81%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Trade (22%)
&&FY17 - Regional Integration (22%)
&&FY17 - ICT (90%)
&&FY17 - Public Finance Management (22%)
&&FY17 - Public Administration (22%)
&&FY17 - Urban Development (100%)
&&FY17 - Road Safety (87%)
&&FY17 - Climate change (45%)","&&FY17 - Trade Facilitation (17%)
&&FY17 - ICT Solutions (18%)
&&FY17 - Domestic Revenue Administration (17%)
&&FY17 - E-Government, incl. e-services (17%)
&&FY17 - Public Transport (100%)
&&FY17 - Mitigation (1%)
&&FY17 - Adaptation (44%)"
P163035,Improved Livelihood Opportunities,Akiko Kishiue (ADM);Josphat Sasia,Transport,AFE,Kenya,2021,RE,Actual,"&&Public Admin (8%)
&&Transportation (92%)","&&Central Government (8%)
&&PA Transportation (92%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development","&&FY17 - Jobs (92%)
&&FY17 - Enterprise Development (27%)
&&FY17 - Financial Infrastructure and Access (27%)
&&FY17 - Social Inclusion (92%)
&&FY17 - Gender (92%)
&&FY17 - Labor Market Policy and Programs (92%)
&&FY17 - Urban Development (92%)","&&FY17 - Job Creation (92%)
&&FY17 - Entrepreneurship (27%)
&&FY17 - MSME Development (27%)
&&FY17 - MSME Finance (27%)
&&FY17 - Other Excluded Groups (92%)
&&FY17 - Skills Development (92%)
&&FY17 - Public Transport (92%)"
P163980,KEMFSED,Ben Miranga (ADM),"Environment, Natural Resources & the Blue Economy",AFE,Kenya,2020,PE,Actual,"&&Agriculture (85%)
&&Education (15%)","&&Agric ext & research (9%)
&&Fisheries (17%)
&&PA Agri,Fish&Forest (59%)
&&Work Develop/Voca (15%)","&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Finance for Development (38%)
&&FY17 - Social Inclusion (50%)
&&FY17 - Gender (50%)
&&FY17 - Rural Development (50%)
&&FY17 - Climate change (38%)
&&FY17 - Renewable Natural Resources Asset Management (59%)","&&FY17 - Agriculture Finance (38%)
&&FY17 - Participation and Civic Engagement (50%)
&&FY17 - Rural Non-farm Income Generation (38%)
&&FY17 - Rural Infrastructure and service delivery (21%)
&&FY17 - Mitigation (6%)
&&FY17 - Adaptation (31%)
&&FY17 - Fisheries Policies and institutions (59%)
&&FY17 - Oceans (51%)"
P167814,KE Informal Settlements Imprvmnt Proj 2,Beatriz Eraso Puig (ADM);Raymond Kirwa,"Urban, Resilience and Land",AFE,Kenya,2021,PE,Actual,"&&Public Admin (30%)
&&Social Protection (10%)
&&Water/Sanit/Waste (60%)","&&Sub National Governm (30%)
&&Social Protection (7%)
&&PA Social Proctectn (3%)
&&Oth Water, Sani&Wast (60%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (70%)
&&FY17 - Social Protection (10%)
&&FY17 - Gender (30%)
&&FY17 - Disease Control (80%)
&&FY17 - Urban Development (93%)
&&FY17 - Disaster Risk Management (7%)
&&FY17 - Climate change (53%)","&&FY17 - Job Creation (70%)
&&FY17 - Social Safety Nets (10%)
&&FY17 - Pandemic Response (80%)
&&FY17 - Urban Infrastructure and Service Delivery (63%)
&&FY17 - Urban Planning (33%)
&&FY17 - Disaster Risk Reduction (7%)
&&FY17 - Mitigation (10%)
&&FY17 - Adaptation (43%)"
P170941,Digital Kenya,Timothy Kelly (ADM);Onur Erdem;Aneliya Muller,Digital Development,AFE,Kenya,2023,PE,Actual,&&Info & Communication (100%),"&&PA Info Commu Tech (13%)
&&ICT Infrastructure (23%)
&&ICT Services (64%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (8%)
&&FY17 - Regional Integration (12%)
&&FY17 - ICT (100%)
&&FY17 - Finance for Development (19%)
&&FY17 - Public Administration (15%)
&&FY17 - Gender (10%)
&&FY17 - Disease Control (15%)
&&FY17 - Climate change (5%)","&&FY17 - Job Creation (8%)
&&FY17 - ICT Solutions (91%)
&&FY17 - ICT Policies (78%)
&&FY17 - Infrastructure Finance (19%)
&&FY17 - E-Government, incl. e-services (15%)
&&FY17 - Pandemic Response (15%)
&&FY17 - Mitigation (0%)
&&FY17 - Adaptation (5%)"
P172321,Kenya Growth and Fiscal DPO2,Allen Dennis (ADM);Alexis Sienaert,"Macroeconomics, Trade and Investment",AFE,Kenya,2020,PE,Actual,"&&Public Admin (56%)
&&Industry & Trade/Ser (44%)","&&Central Government (56%)
&&Agricultural markets (33%)
&&Housing Construction (11%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (22%)
&&FY17 - Business Enabling Environment (11%)
&&FY17 - Jobs (11%)
&&FY17 - Enterprise Development (11%)
&&FY17 - Finance for Development (22%)
&&FY17 - Public Finance Management (11%)
&&FY17 - Public Administration (22%)
&&FY17 - Disease Control (100%)
&&FY17 - Urban Development (11%)
&&FY17 - Rural Development (33%)
&&FY17 - Climate change (20%)","&&FY17 - Debt Policy (11%)
&&FY17 - Tax policy (11%)
&&FY17 - Investment and Business Climate (11%)
&&FY17 - Job Creation (11%)
&&FY17 - MSME Development (11%)
&&FY17 - Agriculture Finance (11%)
&&FY17 - Housing Finance (11%)
&&FY17 - Public Expenditure Management (11%)
&&FY17 - Transparency, Accountability and Good Governance (22%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Services and Housing for the Poor (11%)
&&FY17 - Rural Markets (33%)
&&FY17 - Mitigation (10%)
&&FY17 - Adaptation (9%)"
P173065,Locally-Led Climate Action (FLLoCA),John Kinuthia (ADM);Pascaline Ndungu;Nicholas Soikan,Social Sustainability and Inclusion,AFE,Kenya,2022,PE,Actual,"&&Public Admin (98%)
&&Social Protection (2%)","&&Other Public Adminis (98%)
&&Social Protection (1%)
&&PA Social Proctectn (1%)","&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Finance for Development (7%)
&&FY17 - Social Protection (2%)
&&FY17 - Gender (87%)
&&FY17 - Disaster Risk Management (77%)
&&FY17 - Climate change (100%)","&&FY17 - Disaster Risk Finance (7%)
&&FY17 - Social protection delivery systems (2%)
&&FY17 - Disaster Risk Reduction (65%)
&&FY17 - Disaster Preparedness (77%)
&&FY17 - Flood and Drought Risk Management (65%)
&&FY17 - Mitigation (23%)
&&FY17 - Adaptation (77%)"
P173820,KENYA COVID-19 EMERGENCY RESPONSE PROJEC,Jane Chuma (ADM);Toni Kuguru,"Health, Nutrition & Population",AFE,Kenya,2020,PE,Actual,&&Health (100%),"&&PA Health (38%)
&&Health Facilit&Cons (62%)","&&FY17 - Private Sector Development
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender","&&FY17 - ICT (23%)
&&FY17 - Social Inclusion (13%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (100%)","&&FY17 - ICT Solutions (23%)
&&FY17 - Participation and Civic Engagement (13%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (100%)"
P174059,Kenya GPE COVID 19 LCBEP,Ruth Charo (ADM),Education,AFE,Kenya,2021,RE,Actual,&&Education (100%),"&&Public Adm Education (24%)
&&Primary Education (47%)
&&Secondary Education (29%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender","&&FY17 - ICT (72%)
&&FY17 - Data Development and Capacity Building (100%)
&&FY17 - Social Protection (42%)
&&FY17 - Gender (24%)
&&FY17 - Disease Control (100%)
&&FY17 - Education (100%)","&&FY17 - ICT Solutions (72%)
&&FY17 - Data production, accessibility and use (28%)
&&FY17 - Social Safety Nets (33%)
&&FY17 - Pandemic Response (58%)
&&FY17 - Teachers (47%)
&&FY17 - Standards, Curriculum and Textbooks (72%)"
P175017,Kenya SAFER Project,Ahmed Rostom (ADM);Leah Kiwara,"Finance, Competitiveness and Innovation",AFE,Kenya,2022,PE,Actual,&&Financial Sector (100%),"&&Banking Institutions (85%)
&&PA Financial Sector (15%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Business Enabling Environment (45%)
&&FY17 - Enterprise Development (100%)
&&FY17 - Financial Infrastructure and Access (100%)
&&FY17 - Gender (45%)
&&FY17 - Disease Control (85%)
&&FY17 - Climate change (1%)","&&FY17 - Innovation and Technology Policy (45%)
&&FY17 - MSME Development (100%)
&&FY17 - Credit Infrastructure (45%)
&&FY17 - MSME Finance (100%)
&&FY17 - Pandemic Response (85%)
&&FY17 - Mitigation (0%)
&&FY17 - Adaptation (0%)"
P175251,KE: ACCELERATING REFORMS DPF,Alexis Sienaert (ADM);Allen Dennis,"Macroeconomics, Trade and Investment",AFE,Kenya,2021,PE,Actual,"&&Agriculture (4%)
&&Public Admin (44%)
&&Health (11%)
&&Energy & Extractives (33%)
&&Water/Sanit/Waste (8%)","&&Irrigation & drainag (4%)
&&Central Government (33%)
&&Other Public Adminis (11%)
&&Health (11%)
&&Energy Trans & Distr (22%)
&&Oth Energy&Extrative (11%)
&&Sanitation (4%)
&&Water Supply (4%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (11%)
&&FY17 - Public Finance Management (33%)
&&FY17 - Public Administration (33%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (11%)
&&FY17 - Nutrition and Food Security (11%)
&&FY17 - Climate change (42%)
&&FY17 - Renewable Natural Resources Asset Management (11%)
&&FY17 - Environmental policies and institutions (11%)
&&FY17 - Water Resource Management (11%)
&&FY17 - Energy (33%)","&&FY17 - ICT Solutions (11%)
&&FY17 - Public Expenditure Management (22%)
&&FY17 - Domestic Revenue Administration (11%)
&&FY17 - Debt Management (11%)
&&FY17 - Transparency, Accountability and Good Governance (22%)
&&FY17 - E-Government, incl. e-services (11%)
&&FY17 - Public Assets and Investment Management (11%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (11%)
&&FY17 - Health Service Delivery (11%)
&&FY17 - Health Finance (11%)
&&FY17 - Food Security (11%)
&&FY17 - Mitigation (38%)
&&FY17 - Adaptation (4%)
&&FY17 - Watershed Management (11%)
&&FY17 - Water Institutions, Policies and Reform (11%)
&&FY17 - Energy Efficiency (33%)
&&FY17 - Energy Policies & Reform (33%)
&&FY17 - Access to Energy (33%)"
P176698,Kenya GREEN Program,Jukka-Pekka Strand (ADM);Aalok Pandey;Grace Nyaguthii,Energy & Extractives,AFE,Kenya,2023,PE,Actual,&&Energy & Extractives (100%),"&&PA Energy&Extratives (22%)
&&Energy Trans & Distr (65%)
&&Oth Energy&Extrative (13%)","&&FY17 - Public Sector Management
&&FY17 - Environment and Natural Resource Management","&&FY17 - Public Administration (22%)
&&FY17 - Climate change (48%)
&&FY17 - Energy (100%)","&&FY17 - State-owned Enterprise Reform and Privatization (22%)
&&FY17 - Mitigation (48%)
&&FY17 - Adaptation (0%)
&&FY17 - Energy Efficiency (43%)
&&FY17 - Energy Policies & Reform (100%)
&&FY17 - Access to Energy (27%)"
P176758,NAVCDP,Ghada Elabed (ADM);James Musinga,Agriculture and Food,AFE,Kenya,2022,PE,Actual,"&&Agriculture (74%)
&&Industry & Trade/Ser (26%)","&&Agric ext & research (57%)
&&Irrigation & drainag (8%)
&&PA Agri,Fish&Forest (9%)
&&Agricultural markets (26%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (16%)
&&FY17 - Finance for Development (36%)
&&FY17 - Gender (32%)
&&FY17 - Nutrition and Food Security (20%)
&&FY17 - Urban Development (20%)
&&FY17 - Rural Development (88%)
&&FY17 - Disaster Risk Management (8%)
&&FY17 - Climate change (50%)","&&FY17 - ICT Solutions (16%)
&&FY17 - Agriculture Finance (36%)
&&FY17 - Food Security (20%)
&&FY17 - Urban Infrastructure and Service Delivery (20%)
&&FY17 - Rural Markets (52%)
&&FY17 - Rural Infrastructure and service delivery (60%)
&&FY17 - Flood and Drought Risk Management (8%)
&&FY17 - Mitigation (21%)
&&FY17 - Adaptation (29%)"
P176867,PEELP,Ruth Charo (ADM),Education,AFE,Kenya,2022,PE,Actual,&&Education (100%),"&&Public Adm Education (6%)
&&Primary Education (60%)
&&Tertiary Education (9%)
&&Other Education (25%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - ICT (15%)
&&FY17 - Finance for Development (31%)
&&FY17 - Fragility, Conflict and Violence (83%)
&&FY17 - Gender (28%)
&&FY17 - Education (100%)
&&FY17 - Disaster Risk Management (75%)
&&FY17 - Climate change (13%)","&&FY17 - ICT Solutions (15%)
&&FY17 - Infrastructure Finance (31%)
&&FY17 - Forced Displacement (83%)
&&FY17 - Access to Education (55%)
&&FY17 - Teachers (27%)
&&FY17 - Student Assessment (14%)
&&FY17 - Education Governance, School-Based Management (15%)
&&FY17 - Standards, Curriculum and Textbooks (23%)
&&FY17 - Education Facilities (31%)
&&FY17 - Flood and Drought Risk Management (75%)
&&FY17 - Mitigation (2%)
&&FY17 - Adaptation (12%)"
P176903,KE: ACCELERATING REFORMS DPF2,Alexis Sienaert (ADM);Allen Dennis,"Macroeconomics, Trade and Investment",AFE,Kenya,2022,PE,Actual,"&&Agriculture (2%)
&&Public Admin (60%)
&&Health (10%)
&&Energy & Extractives (20%)
&&Water/Sanit/Waste (8%)","&&Irrigation & drainag (2%)
&&Central Government (40%)
&&Other Public Adminis (20%)
&&Health (10%)
&&Energy Trans & Distr (10%)
&&Oth Energy&Extrative (10%)
&&Sanitation (2%)
&&Water Supply (6%)","&&FY17 - Private Sector Development
&&FY17 - Public Sector Management
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Public Private Partnerships (10%)
&&FY17 - Public Finance Management (30%)
&&FY17 - Public Administration (40%)
&&FY17 - Disease Control (100%)
&&FY17 - Health Systems and Policies (10%)
&&FY17 - Urban Development (10%)
&&FY17 - Rural Development (20%)
&&FY17 - Disaster Risk Management (3%)
&&FY17 - Climate change (29%)
&&FY17 - Renewable Natural Resources Asset Management (10%)
&&FY17 - Environmental policies and institutions (10%)
&&FY17 - Water Resource Management (10%)
&&FY17 - Energy (20%)","&&FY17 - Public Expenditure Management (10%)
&&FY17 - Domestic Revenue Administration (10%)
&&FY17 - Debt Management (10%)
&&FY17 - Transparency, Accountability and Good Governance (30%)
&&FY17 - E-Government, incl. e-services (10%)
&&FY17 - Public Assets and Investment Management (10%)
&&FY17 - Pandemic Response (100%)
&&FY17 - Health System Strengthening (10%)
&&FY17 - Health Service Delivery (10%)
&&FY17 - Health Finance (10%)
&&FY17 - Urban Water and Sanitation (10%)
&&FY17 - Rural Water and Sanitation (10%)
&&FY17 - Land Administration and Management (10%)
&&FY17 - Flood and Drought Risk Management (3%)
&&FY17 - Mitigation (20%)
&&FY17 - Adaptation (9%)
&&FY17 - Watershed Management (10%)
&&FY17 - Water Institutions, Policies and Reform (10%)
&&FY17 - Energy Efficiency (20%)
&&FY17 - Energy Policies & Reform (20%)
&&FY17 - Access to Energy (20%)"
P177048,Second Kenya Urban Support Program,Beatriz Eraso Puig (ADM);James Sinah;Carlos Mejia Rosario,"Urban, Resilience and Land",AFE,Kenya,2023,PE,Actual,&&Public Admin (100%),&&Sub National Governm (100%),"&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Public Administration (58%)
&&FY17 - Fragility, Conflict and Violence (22%)
&&FY17 - Gender (22%)
&&FY17 - Urban Development (99%)
&&FY17 - Disaster Risk Management (15%)
&&FY17 - Climate change (27%)","&&FY17 - Municipal Institution Building (58%)
&&FY17 - Forced Displacement (22%)
&&FY17 - Urban Infrastructure and Service Delivery (90%)
&&FY17 - Urban Planning (41%)
&&FY17 - Flood and Drought Risk Management (15%)
&&FY17 - Mitigation (7%)
&&FY17 - Adaptation (20%)"
P179012,Kenya WASH Program,Pascaline Ndungu (ADM);Victor Vazquez Alvarez,Water,AFE,Kenya,2024,PE,Actual,&&Water/Sanit/Waste (100%),"&&Sanitation (32%)
&&Water Supply (44%)
&&PA Water, Sanitation (24%)","&&FY17 - Environment and Natural Resource Management
&&FY17 - Urban and Rural Development
&&FY17 - Human Development and Gender
&&FY17 - Social Development and Protection","&&FY17 - Water Resource Management (60%)
&&FY17 - Climate change (80%)
&&FY17 - Rural Development (100%)
&&FY17 - Fragility, Conflict and Violence (24%)
&&FY17 - Gender (21%)","&&FY17 - Adaptation (9%)
&&FY17 - Water Institutions, Policies and Reform (60%)
&&FY17 - Mitigation (71%)
&&FY17 - Rural Water and Sanitation (100%)
&&FY17 - Forced Displacement (24%)"
P179381,KJET,Ahmed Rostom (ADM);Asta Bareisaite;Leah Kiwara,"Finance, Competitiveness and Innovation",AFE,Kenya,2024,PE,Actual,"&&Financial Sector (93%)
&&Industry & Trade/Ser (7%)","&&Capital Markets (86%)
&&PA Financial Sector (7%)
&&Other Industry,Trade (7%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Business Enabling Environment (69%)
&&FY17 - Jobs (9%)
&&FY17 - ICT (13%)
&&FY17 - Enterprise Development (63%)
&&FY17 - Financial Infrastructure and Access (93%)
&&FY17 - Finance for Development (91%)
&&FY17 - Climate change (38%)
&&FY17 - Disaster Risk Management (60%)","&&FY17 - Regulation and Competition Policy (13%)
&&FY17 - MSME Finance (93%)
&&FY17 - Job Creation (9%)
&&FY17 - Investment and Business Climate (15%)
&&FY17 - ICT Solutions (13%)
&&FY17 - Innovation and Technology Policy (61%)
&&FY17 - Global value chains (63%)
&&FY17 - Infrastructure Finance (91%)
&&FY17 - Flood and Drought Risk Management (60%)
&&FY17 - Disaster Response and Recovery (58%)
&&FY17 - Adaptation (9%)
&&FY17 - Mitigation (29%)"
P179414,NYOTA,Kevin Heraniah (ADM);Federica Ricaldi;Indira Lekezwa,Social Protection & Jobs,AFE,Kenya,2023,PE,Actual,"&&Info & Communication (2%)
&&Social Protection (98%)","&&ICT Services (2%)
&&Social Protection (80%)
&&PA Social Proctectn (18%)","&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Environment and Natural Resource Management","&&FY17 - Jobs (59%)
&&FY17 - Enterprise Development (58%)
&&FY17 - Financial Infrastructure and Access (58%)
&&FY17 - Social Protection (23%)
&&FY17 - Gender (91%)
&&FY17 - Labor Market Policy and Programs (92%)
&&FY17 - Climate change (8%)","&&FY17 - Job Creation (20%)
&&FY17 - Job Quality (54%)
&&FY17 - Youth Employment (57%)
&&FY17 - Entrepreneurship (58%)
&&FY17 - Credit Infrastructure (55%)
&&FY17 - Financial inclusion (55%)
&&FY17 - Social protection delivery systems (23%)
&&FY17 - Skills Development (92%)
&&FY17 - Labor Market Institutions (20%)
&&FY17 - Active Labor Market Programs (20%)
&&FY17 - Mitigation (4%)
&&FY17 - Adaptation (4%)"
P179698,Building Resilient Health Systems,Josine Karangwa (ADM);Peter Okwero,"Health, Nutrition & Population",AFE,Kenya,2024,PE,Actual,&&Health (100%),"&&PA Health (27%)
&&Health (73%)","&&FY17 - Environment and Natural Resource Management
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender","&&FY17 - Climate change (11%)
&&FY17 - Health Systems and Policies (95%)
&&FY17 - Disease Control (55%)
&&FY17 - Fragility, Conflict and Violence (25%)
&&FY17 - Data Development and Capacity Building (10%)","&&FY17 - Health Finance (12%)
&&FY17 - Health Service Delivery (80%)
&&FY17 - Adaptation (7%)
&&FY17 - Mitigation (4%)
&&FY17 - Data production, accessibility and use (10%)
&&FY17 - Health System Strengthening (65%)
&&FY17 - Forced Displacement (25%)
&&FY17 - Non-communicable diseases (55%)"
P180287,GESDeK II,Onur Erdem (ADM);Leonard Matheka,Governance,AFE,Kenya,2024,PE,Actual,&&Public Admin (100%),&&Central Government (100%),"&&FY17 - Public Sector Management
&&FY17 - Environment and Natural Resource Management
&&FY17 - Economic Policy","&&FY17 - Fiscal Policy (16%)
&&FY17 - Public Administration (72%)
&&FY17 - Public Finance Management (100%)
&&FY17 - Climate change (4%)","&&FY17 - Public Expenditure Management (78%)
&&FY17 - Public Assets and Investment Management (36%)
&&FY17 - Tax policy (16%)
&&FY17 - Domestic Revenue Administration (28%)
&&FY17 - Administrative and Civil Service Reform (49%)
&&FY17 - Transparency, Accountability and Good Governance (31%)
&&FY17 - Adaptation (2%)
&&FY17 - Mitigation (2%)"
P180339,Fiscal Inclusive Green Growth (FIGG) DPO,Naomi Mathenge (ADM);Jana Kunicova;Aghassi Mkrtchyan,"Macroeconomics, Trade and Investment",AFE,Kenya,2023,PE,Actual,"&&Public Admin (50%)
&&Energy & Extractives (10%)
&&Social Protection (10%)
&&Industry & Trade/Ser (30%)","&&Central Government (30%)
&&Other Public Adminis (20%)
&&Oil and Gas (10%)
&&Social Protection (10%)
&&Agricultural markets (20%)
&&Other Industry,Trade (10%)","&&FY17 - Economic Policy
&&FY17 - Private Sector Development
&&FY17 - Finance
&&FY17 - Public Sector Management
&&FY17 - Social Development and Protection
&&FY17 - Human Development and Gender
&&FY17 - Urban and Rural Development
&&FY17 - Environment and Natural Resource Management","&&FY17 - Fiscal Policy (10%)
&&FY17 - Business Enabling Environment (10%)
&&FY17 - Financial Infrastructure and Access (10%)
&&FY17 - Public Finance Management (30%)
&&FY17 - Social Protection (10%)
&&FY17 - Fragility, Conflict and Violence (10%)
&&FY17 - Gender (20%)
&&FY17 - Nutrition and Food Security (20%)
&&FY17 - Rural Development (10%)
&&FY17 - Disaster Risk Management (10%)
&&FY17 - Climate change (26%)
&&FY17 - Environmental policies and institutions (10%)
&&FY17 - Energy (10%)","&&FY17 - Debt Policy (10%)
&&FY17 - Regulation and Competition Policy (10%)
&&FY17 - Financial inclusion (10%)
&&FY17 - Public Expenditure Management (20%)
&&FY17 - Domestic Revenue Administration (10%)
&&FY17 - Social Safety Nets (10%)
&&FY17 - Post-conflict reconstruction (10%)
&&FY17 - Food Security (20%)
&&FY17 - Rural Markets (10%)
&&FY17 - Disaster Preparedness (10%)
&&FY17 - Mitigation (20%)
&&FY17 - Adaptation (6%)
&&FY17 - Energy Policies & Reform (10%)"
P180465,Kenya GREEN MPA Phase 2,Grace Nyaguthii (ADM);Jukka-Pekka Strand,Energy & Extractives,AFE,Kenya,2024,PE,Actual,&&Energy & Extractives (100%),"&&PA Energy&Extratives (5%)
&&Energy Trans & Distr (95%)","&&FY17 - Environment and Natural Resource Management
&&FY17 - Human Development and Gender
&&FY17 - Private Sector Development","&&FY17 - Energy (100%)
&&FY17 - Climate change (98%)
&&FY17 - Labor Market Policy and Programs (26%)
&&FY17 - Gender (26%)
&&FY17 - Jobs (26%)","&&FY17 - Access to Energy (26%)
&&FY17 - Skills Development (26%)
&&FY17 - Energy Policies & Reform (100%)
&&FY17 - Energy Efficiency (100%)
&&FY17 - Mitigation (98%)
&&FY17 - Job Creation (26%)"
P180935,KDSP II,Christine Owuor (ADM);Lucy Musira,Governance,AFE,Kenya,2024,PE,Actual,&&Public Admin (100%),&&Central Government (100%),"&&FY17 - Environment and Natural Resource Management
&&FY17 - Urban and Rural Development
&&FY17 - Human Development and Gender
&&FY17 - Public Sector Management","&&FY17 - Climate change (2%)
&&FY17 - Disaster Risk Management (100%)
&&FY17 - Public Finance Management (77%)
&&FY17 - Public Administration (66%)
&&FY17 - Gender (42%)","&&FY17 - Adaptation (2%)
&&FY17 - Mitigation (0%)
&&FY17 - Disaster Risk Reduction (100%)
&&FY17 - Transparency, Accountability and Good Governance (34%)
&&FY17 - Domestic Revenue Administration (27%)
&&FY17 - Public Assets and Investment Management (25%)
&&FY17 - Administrative and Civil Service Reform (27%)
&&FY17 - Public Expenditure Management (60%)"
